"id","regiao","media_declividade","praca_ou_parque","unidades_iluminacao","atividades_economicas","meio_fio","pavimentacao","caminhavel"
"14844155",2,"17.52",0,1,8,1,1,NULL
"14875460",2,"11.64",0,1,4,1,1,NULL
"14937660",2,"4.346",0,2,3,1,1,NULL
"14956466",2,"11.57",0,1,2,1,1,NULL
"14993986",2,"6.336666666666667",0,1,5,1,1,NULL
"15025279",2,"8.193333333333333",0,2,2,1,1,NULL
"15037870",2,"10.08",0,1,15,1,1,NULL
"15037972",2,"9.36",0,2,1,1,1,NULL
"15043799",2,"8.376666666666667",0,2,3,1,1,NULL
"15050430",2,"8.875",0,1,1,1,1,NULL
"15062980",2,"8.28",0,1,1,1,1,NULL
"15137794",2,"9.302",0,1,4,1,1,NULL
"15150449",2,"6.31",0,1,3,1,1,NULL
"15156453",2,"9.17",0,1,2,1,1,NULL
"15163003",2,"7.755",0,5,1,1,1,NULL
"15187912",2,"15.63",0,1,9,1,1,NULL
"15206405",2,"9.97",0,1,3,1,1,NULL
"15244247",2,"5.3",0,1,2,1,1,NULL
"15281425",2,"7.486666666666666",0,2,2,1,1,NULL
"15300456",2,"9.693333333333333",0,2,3,1,1,NULL
"15312798",2,"4.803333333333334",0,1,15,1,1,NULL
"15362784",2,"6.913333333333333",0,1,1,1,1,NULL
"15362894",2,"16.61",0,1,3,1,1,NULL
"15381631",2,"9.5975",0,2,13,1,1,NULL
"15400230",2,"7.81",0,1,20,1,1,NULL
"15456615",2,"7.39",0,1,14,1,1,NULL
"15506491",2,"5.8",0,1,7,1,1,NULL
"15656659",2,"7.88",0,1,1,1,1,NULL
"15799699",2,"6.06",0,1,7,1,1,NULL
"15849677",2,"4.35",0,2,10,1,1,NULL
"15949814",2,"4.18",0,3,1,1,1,NULL
"16005914",2,"1.53",0,1,39,1,1,NULL
"16018491",2,"9.15",0,2,15,1,1,NULL
"16062279",2,"5.945",0,3,3,1,1,NULL
"16093499",2,"4.92",0,1,6,1,1,NULL
"16118592",2,"3.26",0,1,6,1,1,NULL
"16149767",2,"9.47",0,3,1,1,1,NULL
"16149768",2,"9.47",0,2,1,1,1,NULL
"16199773",2,"8.11",0,2,1,1,1,NULL
"16218418",2,"6.9725",0,2,2,1,1,NULL
"16243648",2,"1.4625",0,2,6,1,1,NULL
"16249701",2,"4.69",0,2,14,1,1,NULL
"16256136",2,"1.24",0,1,5,1,1,NULL
"16262381",2,"3.0825",0,1,6,1,1,NULL
"16262388",2,"1.24",0,1,11,1,1,NULL
"16268531",2,"0.33",0,2,2,1,1,NULL
"16312245",2,"3.04",0,2,2,1,1,NULL
"16474909",2,"4.64",0,1,20,1,1,NULL
"16499767",2,"4.75",0,1,1,1,1,NULL
"16531153",2,"4.905",0,3,2,1,1,NULL
"16531167",2,"3.79",0,1,78,1,1,NULL
"16549761",2,"6.87",0,2,1,1,1,NULL
"16549923",2,"3.79",0,1,67,1,1,NULL
"16581114",2,"0.97",0,1,14,1,1,NULL
"16587443",2,"2.89",0,1,3,1,1,NULL
"16593684",2,"2.93",0,1,126,1,1,NULL
"16649939",2,"2.07",0,2,131,1,1,NULL
"16674922",2,"0.9",0,2,34,1,1,NULL
"16699798",2,"7.0725",0,1,10,1,1,NULL
"16712400",2,"1.96",0,1,48,1,1,NULL
"16724828",2,"7.03",0,1,27,1,1,NULL
"16749880",2,"1.11",0,1,16,1,1,NULL
"16749881",2,"1.11",0,1,13,1,1,NULL
"16781227",2,"2.4625",0,1,70,1,1,NULL
"16812357",2,"8.82",0,2,7,1,1,NULL
"16881087",2,"7.46",0,2,4,1,1,NULL
"16899923",2,"2.64",0,2,2,1,1,NULL
"16793676",2,"2.42",0,2,4,1,1,NULL
"16799929",2,"2.42",0,2,4,1,1,NULL
"16806093",2,"5.9625",0,3,16,1,1,NULL
"16849872",2,"6.12",0,2,69,1,1,NULL
"16862351",2,"5.9625",0,2,4,1,1,NULL
"14925446",2,"7.72",1,2,1,1,1,NULL
"14612804",2,"7.541666666666667",1,2,2,1,1,NULL
"16499824",2,"1.02",1,6,1,1,1,1
"14337632",2,"8.47",0,1,2,1,1,NULL
"14356470",2,"2.79",0,1,7,1,1,NULL
"14381483",2,"7.14",0,1,1,1,1,NULL
"14387734",2,"7.14",0,1,1,1,1,NULL
"14462638",2,"13.1",0,1,1,1,1,NULL
"14518983",2,"16.43",0,1,1,1,1,NULL
"14544124",2,"8.28",0,1,1,1,1,NULL
"14550183",2,"7.37",0,1,5,1,1,NULL
"14581662",2,"5.33",0,1,2,1,1,NULL
"14625247",2,"10.296666666666667",0,1,7,1,1,NULL
"14656498",2,"10.296666666666667",0,1,4,1,1,NULL
"14700232",2,"12.845",0,1,7,1,1,NULL
"14706615",2,"10.18",0,2,21,1,1,NULL
"14712863",2,"10.18",0,2,10,1,1,NULL
"14743965",2,"9.0725",0,2,11,1,1,NULL
"14800219",2,"6.0175",0,2,19,1,1,NULL
"14837743",2,"7.73",0,2,5,1,1,NULL
"14837811",2,"14.108",0,1,5,1,1,NULL
"14900172",2,"2.05",0,1,17,1,1,NULL
"14925465",2,"11.64",0,1,3,1,1,NULL
"14968948",2,"15.95",0,1,13,1,1,NULL
"14975433",2,"6.72",0,1,10,1,1,NULL
"14981497",2,"8.95",0,1,12,1,1,NULL
"14994095",2,"8.976666666666667",0,2,1,1,1,NULL
"15006523",2,"8.193333333333333",0,1,2,1,1,NULL
"15025198",2,"5.76",0,1,11,1,1,NULL
"15044203",2,"8.72",0,1,2,1,1,NULL
"15069222",2,"10.263333333333334",0,2,3,1,1,NULL
"15081351",2,"3.06",0,2,1,1,1,NULL
"15081406",2,"13.42",0,1,1,1,1,NULL
"15087940",2,"7.535",0,2,2,1,1,NULL
"15093990",2,"10.51",0,1,12,1,1,NULL
"15093993",2,"10.04",0,1,13,1,1,NULL
"15150290",2,"7.395",0,2,4,1,1,NULL
"15168960",2,"9.17",0,1,2,1,1,NULL
"15175182",2,"11.933333333333334",0,1,3,1,1,NULL
"15244249",2,"5.3",0,1,1,1,1,NULL
"15250370",2,"10.74",0,2,5,1,1,NULL
"15250406",2,"14.64",0,1,6,1,1,NULL
"15256490",2,"3.748",0,1,2,1,1,NULL
"15262911",2,"2.63",0,1,6,1,1,NULL
"15275483",2,"11.63",0,1,1,1,1,NULL
"15300439",2,"11.986666666666666",0,1,2,1,1,NULL
"15312684",2,"8.26",0,2,3,1,1,NULL
"15325484",2,"11.63",0,1,10,1,1,NULL
"15337937",2,"2.63",0,1,3,1,1,NULL
"15362752",2,"2.53",0,1,11,1,1,NULL
"15369040",2,"6.913333333333333",0,1,2,1,1,NULL
"15381612",2,"8.29",0,1,5,1,1,NULL
"15381740",2,"14.88",0,1,1,1,1,NULL
"15412865",2,"8.29",0,1,4,1,1,NULL
"15500241",2,"5.8",0,1,7,1,1,NULL
"15606646",2,"8.67",0,1,1,1,1,NULL
"15818480",2,"0.91",0,2,8,1,1,NULL
"15824699",2,"6.06",0,1,9,1,1,NULL
"15837243",2,"2.3",0,1,7,1,1,NULL
"15893550",2,"2.86",0,1,15,1,1,NULL
"15924823",2,"2.52",0,2,5,1,1,NULL
"15937164",2,"5.965",0,2,9,1,1,NULL
"15943478",2,"9.15",0,1,57,1,1,NULL
"15968437",2,"0.82",0,2,44,1,1,NULL
"15968449",2,"5.155",0,2,2,1,1,NULL
"15987153",2,"3.81",0,3,1,1,1,NULL
"16037185",2,"8.18",0,4,17,1,1,NULL
"16099848",2,"3.26",0,2,4,1,1,NULL
"16112235",2,"6.035714285714286",0,2,8,1,1,NULL
"16118454",2,"16.66",0,4,8,1,1,NULL
"16137165",2,"11.15",0,2,95,1,1,NULL
"16162249",2,"6.75",0,1,15,1,1,NULL
"16212310",2,"4.693333333333333",0,2,4,1,1,NULL
"16243448",2,"6.7625",0,1,10,1,1,NULL
"16243530",2,"3.83",0,2,2,1,1,NULL
"16256126",2,"3.0825",0,2,13,1,1,NULL
"16274705",2,"4.69",0,2,3,1,1,NULL
"16293572",2,"0.86",0,1,4,1,1,NULL
"16380971",2,"5.13",0,3,3,1,1,NULL
"16449740",2,"7.47",0,1,13,1,1,NULL
"16468540",2,"5.74",0,1,5,1,1,NULL
"16474883",2,"3.61",0,3,1,1,1,NULL
"16581018",2,"6.87",0,3,4,1,1,NULL
"16906126",2,"6.12",0,3,10,1,1,NULL
"16912315",2,"1.78",0,4,1,1,1,NULL
"16912380",2,"6.12",0,2,34,1,1,NULL
"16924982",2,"0.38",0,1,289,1,1,NULL
"16956091",2,"3.95",0,1,1,1,1,NULL
"16968644",2,"3.64",0,2,6,1,1,NULL
"16981215",2,"0.6",0,2,12,1,1,NULL
"17012380",2,"2.1214285714285714",0,2,6,1,1,NULL
"17081138",2,"0.22",0,2,8,1,1,NULL
"17118638",2,"0.22",0,2,119,1,1,NULL
"17131156",2,"0.61",0,2,7,1,1,NULL
"14262776",2,"3.338",0,2,1,1,1,NULL
"14381482",2,"2.79",0,1,1,1,1,NULL
"14543963",2,"9.676666666666666",0,1,2,1,1,NULL
"14556426",2,"7.37",0,2,3,1,1,NULL
"14556482",2,"12.876666666666667",0,2,7,1,1,NULL
"14650357",2,"0",0,1,1,1,1,NULL
"14669017",2,"2.33",0,1,11,1,1,NULL
"14719056",2,"8.81",0,1,1,1,1,NULL
"14744223",2,"12.735",0,1,1,1,1,NULL
"14756486",2,"15.26",0,1,2,1,1,NULL
"14762736",2,"15.26",0,1,2,1,1,NULL
"14769081",2,"3.34",0,1,10,1,1,NULL
"14781546",2,"8.726",0,2,2,1,1,NULL
"14831488",2,"7.73",0,1,3,1,1,NULL
"14837653",2,"2.6533333333333333",0,2,6,1,1,NULL
"14837661",2,"2.6533333333333333",0,4,1,1,1,NULL
"14893936",2,"21.24",0,1,4,1,1,NULL
"14912617",2,"6.976666666666667",0,2,1,1,1,NULL
"14912717",2,"11.57",0,1,10,1,1,NULL
"14912923",2,"9.88",0,1,8,1,1,NULL
"14956445",2,"15.95",0,1,13,1,1,NULL
"14956486",2,"6.336666666666667",0,1,5,1,1,NULL
"15000198",2,"5.76",0,1,19,1,1,NULL
"15006464",2,"12.468",0,2,6,1,1,NULL
"15012657",2,"9.17",0,1,1,1,1,NULL
"15025135",2,"13.026666666666667",0,2,3,1,1,NULL
"15025351",2,"8.976666666666667",0,1,9,1,1,NULL
"15075196",2,"7.033333333333333",0,1,2,1,1,NULL
"15075333",2,"6.51",0,1,58,1,1,NULL
"15093934",2,"9.17",0,1,5,1,1,NULL
"15106737",2,"8.238",0,1,5,1,1,NULL
"15106758",2,"9.16",0,1,1,1,1,NULL
"15119036",2,"7.395",0,2,1,1,1,NULL
"15125458",2,"8.72",0,1,4,1,1,NULL
"15131626",2,"10.08",0,2,18,1,1,NULL
"15137742",2,"10.51",0,1,10,1,1,NULL
"15163005",2,"8.72",0,3,1,1,1,NULL
"15237818",2,"11.48",0,1,13,1,1,NULL
"15237905",2,"14.64",0,2,7,1,1,NULL
"15237943",2,"13.76",0,1,3,1,1,NULL
"15269232",2,"11.63",0,1,1,1,1,NULL
"15275465",2,"10.753333333333334",0,1,8,1,1,NULL
"15306604",2,"8.126666666666667",0,1,5,1,1,NULL
"15319174",2,"2.63",0,1,1,1,1,NULL
"15319194",2,"19.89",0,1,2,1,1,NULL
"15344020",2,"7.226666666666667",0,1,14,1,1,NULL
"15350393",2,"16.61",0,1,3,1,1,NULL
"15394140",2,"13.48",0,1,9,1,1,NULL
"15469209",2,"15.883333333333333",0,1,1,1,1,NULL
"15506567",2,"7.99",0,1,1,1,1,NULL
"15512820",2,"7.99",0,3,1,1,1,NULL
"15780919",2,"3.5025",0,2,14,1,1,NULL
"15787260",2,"6.03",0,1,4,1,1,NULL
"15793525",2,"6.03",0,1,11,1,1,NULL
"15849705",2,"6.06",0,1,4,1,1,NULL
"15912207",2,"3.45",0,2,22,1,1,NULL
"15987292",2,"7.91",0,7,1,1,1,NULL
"16031024",2,"5.945",0,3,6,1,1,NULL
"16056029",2,"5.945",0,1,3,1,1,NULL
"16080967",2,"9.01",0,1,33,1,1,NULL
"16112241",2,"3.745",0,2,2,1,1,NULL
"16243436",2,"2.9",0,1,1,1,1,NULL
"16399712",2,"7.03",0,2,7,1,1,NULL
"16449906",2,"4.64",0,1,56,1,1,NULL
"16506017",2,"4.75",0,1,1,1,1,NULL
"16524729",2,"6.22",0,2,28,1,1,NULL
"16556158",2,"6.02",0,3,69,1,1,NULL
"16562432",2,"2.4",0,1,48,1,1,NULL
"16618589",2,"6.2625",0,4,4,1,1,NULL
"16649930",2,"2.7925",0,2,13,1,1,NULL
"16668607",2,"7.11",0,2,4,1,1,NULL
"16687346",2,"8.78",0,2,90,1,1,NULL
"16887437",2,"3.55",0,1,7,1,1,NULL
"16887473",2,"0.38",0,2,112,1,1,NULL
"16924919",2,"2.64",0,2,26,1,1,NULL
"16931232",2,"0.38",0,2,291,1,1,NULL
"16962434",2,"0.45",0,1,8,1,1,NULL
"17037366",2,"3.62",0,2,27,1,1,NULL
"17037471",2,"2.175",0,1,22,1,1,NULL
"16993649",2,"3.64",0,1,29,1,1,NULL
"17056122",2,"3.43",0,1,140,1,1,NULL
"17093678",2,"0.47",0,2,43,1,1,NULL
"16768531",2,"4.672",1,5,1,1,1,NULL
"14212611",2,"15.95",0,1,5,1,1,NULL
"14218937",2,"1.715",0,2,11,1,1,NULL
"14325161",2,"9.88",0,1,1,1,1,NULL
"14337633",2,"8.47",0,1,2,1,1,NULL
"14369093",2,"8.28",0,1,3,1,1,NULL
"14500263",2,"4.095",0,1,5,1,1,NULL
"14543939",2,"7.37",0,1,3,1,1,NULL
"14556551",2,"28.61",0,1,1,1,1,NULL
"14619136",2,"9.363333333333333",0,3,2,1,1,NULL
"14650220",2,"12.845",0,2,15,1,1,NULL
"14675243",2,"10.2",0,2,8,1,1,NULL
"14712804",2,"8.81",0,1,1,1,1,NULL
"14750221",2,"9.0725",0,2,12,1,1,NULL
"14756490",2,"10.55",0,1,3,1,1,NULL
"14768991",2,"10.55",0,1,3,1,1,NULL
"14769097",2,"11.005",0,1,1,1,1,NULL
"14787858",2,"4.34",0,1,1,1,1,NULL
"14812805",2,"10.5575",0,1,5,1,1,NULL
"14818865",2,"2.6233333333333335",0,2,2,1,1,NULL
"14818878",2,"2.3733333333333335",0,4,3,1,1,NULL
"14818974",2,"6.0175",0,1,20,1,1,NULL
"14856630",2,"12.08",0,1,2,1,1,NULL
"14868967",2,"11.57",0,1,9,1,1,NULL
"14869014",2,"7.33",0,1,81,1,1,NULL
"14875321",2,"19.48",0,1,1,1,1,NULL
"14893923",2,"2.05",0,1,14,1,1,NULL
"14906342",2,"8.4",0,1,1,1,1,NULL
"14937661",2,"4.346",0,2,3,1,1,NULL
"14969205",2,"7.72",0,3,20,1,1,NULL
"14981506",2,"3.93",0,1,16,1,1,NULL
"14987677",2,"3.783333333333333",0,1,11,1,1,NULL
"14994098",2,"8.976666666666667",0,2,4,1,1,NULL
"15056450",2,"5.76",0,1,4,1,1,NULL
"15062989",2,"11.05",0,4,1,1,1,NULL
"15100140",2,"9.97",0,1,2,1,1,NULL
"15100246",2,"2.77",0,1,11,1,1,NULL
"15100273",2,"2.77",0,2,6,1,1,NULL
"15112955",2,"8.72",0,1,4,1,1,NULL
"15144039",2,"7.395",0,2,1,1,1,NULL
"15150224",2,"10.37",0,1,8,1,1,NULL
"15162633",2,"6.86",0,1,4,1,1,NULL
"15175191",2,"9.74",0,1,8,1,1,NULL
"15181468",2,"9.79",0,1,1,1,1,NULL
"15231750",2,"5.3",0,1,7,1,1,NULL
"15244135",2,"10.08",0,1,2,1,1,NULL
"15250301",2,"5.92",0,1,15,1,1,NULL
"15262616",2,"0.39",0,2,11,1,1,NULL
"15294197",2,"2.44",0,1,1,1,1,NULL
"15306477",2,"17.34",0,1,1,1,1,NULL
"15312942",2,"11.986666666666666",0,1,2,1,1,NULL
"15318977",2,"17.34",0,2,1,1,1,NULL
"15375300",2,"6.816",0,2,4,1,1,NULL
"15431730",2,"15.066666666666666",0,2,3,1,1,NULL
"15437723",2,"5.8",0,1,16,1,1,NULL
"15494140",2,"4.95",0,1,5,1,1,NULL
"15512877",2,"8.08",0,1,1,1,1,NULL
"15575298",2,"5.12",0,2,1,1,1,NULL
"15619147",2,"10.53",0,1,1,1,1,NULL
"15713001",2,"8.22",0,2,4,1,1,NULL
"15718487",2,"3.1",0,2,20,1,1,NULL
"15812264",2,"6.03",0,1,6,1,1,NULL
"15818423",2,"2.885",0,2,51,1,1,NULL
"15843544",2,"2.86",0,2,9,1,1,NULL
"15874731",2,"0.21",0,2,8,1,1,NULL
"15893466",2,"4.7175",0,3,2,1,1,NULL
"15924712",2,"3.45",0,2,9,1,1,NULL
"15962227",2,"9.15",0,1,17,1,1,NULL
"15968478",2,"9.15",0,1,16,1,1,NULL
"15980914",2,"3.92",0,1,38,1,1,NULL
"15987263",2,"9.34",0,3,11,1,1,NULL
"16005938",2,"4.915",0,2,48,1,1,NULL
"16043449",2,"9.01",0,2,78,1,1,NULL
"16074717",2,"10.505",0,1,33,1,1,NULL
"16080977",2,"5.28",0,1,10,1,1,NULL
"16187255",2,"6.75",0,1,15,1,1,NULL
"16199772",2,"8.11",0,2,1,1,1,NULL
"16205935",2,"2.9",0,1,16,1,1,NULL
"16212184",2,"2.9",0,1,11,1,1,NULL
"16218546",2,"1.31",0,2,5,1,1,NULL
"16312388",2,"3.0825",0,1,4,1,1,NULL
"16331006",2,"0.69",0,1,2,1,1,NULL
"16343500",2,"3.04",0,2,5,1,1,NULL
"16412260",2,"3.94",0,1,3,1,1,NULL
"16430953",2,"5.2425",0,2,5,1,1,NULL
"16449795",2,"2.1175",0,3,3,1,1,NULL
"16468534",2,"5.74",0,1,3,1,1,NULL
"16512382",2,"1.58",0,2,5,1,1,NULL
"16531166",2,"3.79",0,2,71,1,1,NULL
"16543661",2,"4.905",0,1,64,1,1,NULL
"16549768",2,"7.115",0,1,2,1,1,NULL
"16562370",2,"0.97",0,2,23,1,1,NULL
"16612419",2,"6.02",0,3,5,1,1,NULL
"16624747",2,"6.62",0,3,4,1,1,NULL
"16631090",2,"6.2625",0,4,6,1,1,NULL
"16637463",2,"3.99",0,1,10,1,1,NULL
"16649784",2,"9.48",0,3,40,1,1,NULL
"16693661",2,"2.9675",0,2,4,1,1,NULL
"16724863",2,"7.11",0,2,5,1,1,NULL
"16737362",2,"7.945",0,3,5,1,1,NULL
"16743606",2,"8.78",0,1,9,1,1,NULL
"16781087",2,"7.03",0,2,15,1,1,NULL
"16806112",2,"8.82",0,2,20,1,1,NULL
"16831095",2,"5.9625",0,2,3,1,1,NULL
"16843604",2,"5.9625",0,2,16,1,1,NULL
"14437668",2,"7.753333333333333",0,1,1,1,1,NULL
"14512770",2,"10.61",0,1,7,1,1,NULL
"14512858",2,"11.53",0,1,4,1,1,NULL
"14519023",2,"10.61",0,2,7,1,1,NULL
"14531435",2,"7.37",0,1,4,1,1,NULL
"14537868",2,"9.0925",0,1,3,1,1,NULL
"14543979",2,"12.876666666666667",0,3,7,1,1,NULL
"14550181",2,"7.37",0,1,6,1,1,NULL
"14550277",2,"11.58",0,1,10,1,1,NULL
"14575321",2,"8.36",0,1,1,1,1,NULL
"14612776",2,"8.496666666666666",0,1,9,1,1,NULL
"14637674",2,"5.266666666666667",0,1,2,1,1,NULL
"14669022",2,"2.33",0,1,11,1,1,NULL
"14731713",2,"7.84",0,1,4,1,1,NULL
"14737831",2,"3.34",0,1,5,1,1,NULL
"14756465",2,"9.0725",0,1,13,1,1,NULL
"14787960",2,"5.33",0,1,1,1,1,NULL
"14794009",2,"8.975",0,1,14,1,1,NULL
"14800286",2,"1.4",0,1,7,1,1,NULL
"14825223",2,"6.0175",0,1,8,1,1,NULL
"14837701",2,"2.643333333333333",0,1,7,1,1,NULL
"14837831",2,"8.776",0,1,1,1,1,NULL
"14856700",2,"8.28",0,1,3,1,1,NULL
"14875375",2,"12.08",0,1,1,1,1,NULL
"14918870",2,"6.976666666666667",0,2,1,1,1,NULL
"14931371",2,"6.976666666666667",0,2,1,1,1,NULL
"14943829",2,"3.06",0,1,6,1,1,NULL
"14962704",2,"15.95",0,1,8,1,1,NULL
"15006399",2,"9.17",0,1,1,1,1,NULL
"15013003",2,"9.16",0,5,3,1,1,NULL
"15069121",2,"10.08",0,1,7,1,1,NULL
"15075259",2,"2.77",0,1,15,1,1,NULL
"15081686",2,"7.535",0,2,1,1,1,NULL
"15137876",2,"10.08",0,1,10,1,1,NULL
"15162863",2,"10.74",0,1,4,1,1,NULL
"15175294",2,"12.02",0,1,2,1,1,NULL
"15181665",2,"15.63",0,1,4,1,1,NULL
"15187760",2,"10.64",0,1,14,1,1,NULL
"15187778",2,"2.96",0,1,6,1,1,NULL
"15206535",2,"8.93",0,2,3,1,1,NULL
"15243897",2,"6.86",0,1,2,1,1,NULL
"15244048",2,"5.92",0,2,17,1,1,NULL
"15250213",2,"10.62",0,1,6,1,1,NULL
"15262934",2,"11.986666666666666",0,1,3,1,1,NULL
"15306736",2,"11.63",0,1,2,1,1,NULL
"15344191",2,"2.63",0,1,3,1,1,NULL
"15362954",2,"11.26",0,1,4,1,1,NULL
"15369144",2,"16.61",0,1,8,1,1,NULL
"15387709",2,"5.8",0,2,7,1,1,NULL
"15425237",2,"7.81",0,1,6,1,1,NULL
"15431618",2,"8.29",0,1,2,1,1,NULL
"15444119",2,"6.71",0,2,3,1,1,NULL
"15500435",2,"14.52",0,1,50,1,1,NULL
"15556637",2,"9.936666666666667",0,1,1,1,1,NULL
"15606712",2,"11.28",0,1,3,1,1,NULL
"15962296",2,"7.16",0,1,12,1,1,NULL
"15987235",2,"9.15",0,4,69,1,1,NULL
"16162217",2,"6.6925",0,3,6,1,1,NULL
"16287269",2,"3.08",0,3,2,1,1,NULL
"16393467",2,"7.03",0,2,7,1,1,NULL
"16543540",2,"8.03",0,1,11,1,1,NULL
"16668719",2,"3.85",0,1,9,1,1,NULL
"16674760",2,"7.99",0,1,5,1,1,NULL
"16674865",2,"7.11",0,4,10,1,1,NULL
"16731163",2,"2.9675",0,2,14,1,1,NULL
"16762390",2,"3.7675",0,2,2,1,1,NULL
"16831105",2,"8.82",0,2,19,1,1,NULL
"14037788",2,"11.94",0,3,15,1,1,NULL
"14100291",2,"11.94",0,4,2,1,1,NULL
"14100292",2,"11.94",0,3,2,1,1,NULL
"14931697",2,"7.72",1,3,1,1,1,NULL
"16437323",2,"1.14",1,6,1,1,1,1
"16762281",2,"4.672",1,4,2,1,1,NULL
"14137654",2,"6.022",0,2,58,1,1,NULL
"14212678",2,"3.168",0,2,4,1,1,NULL
"14225151",2,"14.41",0,2,14,1,1,NULL
"14237620",2,"9.88",0,1,10,1,1,NULL
"14375206",2,"6.46",0,1,5,1,1,NULL
"14450206",2,"9.88",0,1,9,1,1,NULL
"14450242",2,"11.375",0,1,125,1,1,NULL
"14506510",2,"4.095",0,1,1,1,1,NULL
"14531568",2,"8.36",0,1,1,1,1,NULL
"14537706",2,"9.676666666666666",0,1,4,1,1,NULL
"14543912",2,"7.37",0,1,4,1,1,NULL
"14550213",2,"9.676666666666666",0,1,2,1,1,NULL
"14556672",2,"7.84",0,1,1,1,1,NULL
"14593989",2,"10.296666666666667",0,1,2,1,1,NULL
"14769171",2,"8.28",0,1,11,1,1,NULL
"14793968",2,"6.0175",0,1,19,1,1,NULL
"14794006",2,"9.7625",0,1,12,1,1,NULL
"14843948",2,"3.05",0,1,6,1,1,NULL
"14843969",2,"6.0175",0,1,6,1,1,NULL
"14844008",2,"6.52",0,1,5,1,1,NULL
"14844158",2,"17.52",0,1,1,1,1,NULL
"14862752",2,"6.52",0,1,11,1,1,NULL
"14918921",2,"2.05",0,1,11,1,1,NULL
"14925049",2,"0.92",0,2,4,1,1,NULL
"14925238",2,"13.97",0,1,1,1,1,NULL
"14950168",2,"3.783333333333333",0,2,1,1,1,NULL
"14956487",2,"6.336666666666667",0,1,5,1,1,NULL
"15000276",2,"8.193333333333333",0,1,2,1,1,NULL
"15006447",2,"5.76",0,1,13,1,1,NULL
"15025217",2,"12.468",0,4,1,1,1,NULL
"15050122",2,"1.84",0,2,1,1,1,NULL
"15062968",2,"10.263333333333334",0,1,1,1,1,NULL
"15069186",2,"7.535",0,2,3,1,1,NULL
"15118942",2,"9.17",0,1,5,1,1,NULL
"15125193",2,"9.17",0,1,4,1,1,NULL
"15125208",2,"7.033333333333333",0,1,4,1,1,NULL
"15162916",2,"15.72",0,1,2,1,1,NULL
"15168933",2,"11.933333333333334",0,1,3,1,1,NULL
"15193991",2,"3.52",0,1,5,1,1,NULL
"15200350",2,"6.27",0,1,4,1,1,NULL
"15212852",2,"6.27",0,2,2,1,1,NULL
"15218932",2,"10.54",0,2,8,1,1,NULL
"15369048",2,"5.835714285714285",0,2,4,1,1,NULL
"15394178",2,"14.333333333333334",0,1,2,1,1,NULL
"15419222",2,"14.185",0,1,1,1,1,NULL
"15475468",2,"15.42",0,2,4,1,1,NULL
"15500422",2,"6.72",0,2,7,1,1,NULL
"15506706",2,"14.07",0,1,1,1,1,NULL
"15637922",2,"10.95",0,1,6,1,1,NULL
"15675519",2,"3.55",0,1,1,1,1,NULL
"15824747",2,"2.3",0,1,5,1,1,NULL
"15837250",2,"2.3",0,2,3,1,1,NULL
"15912160",2,"5.62",0,1,18,1,1,NULL
"15930904",2,"3.4375",0,2,5,1,1,NULL
"15949787",2,"7.91",0,3,4,1,1,NULL
"15987236",2,"9.15",0,3,59,1,1,NULL
"15987283",2,"4.44",0,1,13,1,1,NULL
"16012173",2,"4.9225",0,2,34,1,1,NULL
"16018430",2,"6.85",0,3,35,1,1,NULL
"16024781",2,"4.44",0,2,8,1,1,NULL
"16055967",2,"10.505",0,1,33,1,1,NULL
"16062253",2,"4.92",0,2,4,1,1,NULL
"16087199",2,"16.66",0,3,6,1,1,NULL
"16143413",2,"11.15",0,2,3,1,1,NULL
"16162251",2,"6.75",0,2,17,1,1,NULL
"16168467",2,"6.6925",0,3,3,1,1,NULL
"16181008",2,"6.75",0,2,6,1,1,NULL
"16187206",2,"0.84",0,2,5,1,1,NULL
"16199774",2,"8.11",0,2,1,1,1,NULL
"16249758",2,"3.08",0,2,8,1,1,NULL
"16256145",2,"1.24",0,1,17,1,1,NULL
"16287383",2,"3.0825",0,2,4,1,1,NULL
"16318431",2,"2.93",0,2,49,1,1,NULL
"16437201",2,"7.16",0,2,11,1,1,NULL
"16537373",2,"4.48",0,2,1,1,1,NULL
"16562420",2,"3.79",0,1,12,1,1,NULL
"16580989",2,"6.62",0,3,11,1,1,NULL
"16581045",2,"8.03",0,1,3,1,1,NULL
"16612305",2,"8.03",0,1,7,1,1,NULL
"16618643",2,"6.59",0,1,9,1,1,NULL
"16668564",2,"8.0425",0,4,7,1,1,NULL
"16668717",2,"3.85",0,1,12,1,1,NULL
"16712468",2,"2.49",0,2,21,1,1,NULL
"16743580",2,"7.03",0,2,10,1,1,NULL
"16831112",2,"8.82",0,1,74,1,1,NULL
"16874970",2,"0.38",0,1,6,1,1,NULL
"16912314",2,"1.78",0,4,1,1,1,NULL
"16949884",2,"6.12",0,2,14,1,1,NULL
"16974906",2,"3.225",0,2,7,1,1,NULL
"16981150",2,"3.225",0,2,10,1,1,NULL
"16999971",2,"2.08",0,1,121,1,1,NULL
"17018693",2,"0.45",0,2,14,1,1,NULL
"17031119",2,"3.43",0,2,14,1,1,NULL
"17049865",2,"3.62",0,3,1,1,1,NULL
"17099887",2,"0.22",0,1,6,1,1,NULL
"14531510",2,"4.095",0,1,7,1,1,NULL
"14543904",2,"7.37",0,1,2,1,1,NULL
"14550168",2,"7.37",0,1,7,1,1,NULL
"14562647",2,"6.98",0,2,1,1,1,NULL
